menu_key,menu_name,menu_norm,ingredient,spicy,has_soup,is_raw,main_ingredients,course,confidence,source,months,regions,restaurant_count
산낙지다짐|낙지,산낙지다짐 등,산낙지다짐,낙지,0,N,Y,해산물,식사,0.85,manual,1;9;10;11,전남 영암군,1
산낙지전|낙지,산낙지전,산낙지전,낙지,0,N,Y,해산물,식사,0.85,rule,1;9;10;11,광주 서구,1
산낙지전골|낙지,산낙지전골,산낙지전골,낙지,2,Y,Y,해산물,식사,0.85,rule,1;9;10;11,전남 여수시,1
산낙지탕탕이|낙지,산낙지탕탕이,산낙지탕탕이,낙지,0,N,Y,해산물,식사,0.85,rule,1;9;10;11,전남 여수시,1
산낙지탕탕이 비빔밥|낙지,산낙지탕탕이 비빔밥,산낙지탕탕이 비빔밥,낙지,2,N,Y,해산물,식사,0.85,rule,1;9;10;11,전남 여수시,1
산채낙지비빔밥|낙지,산채낙지비빔밥 등,산채낙지비빔밥,낙지,2,N,N,해산물,식사,0.85,rule,1;9;10;11,전남 해남군,1
산채보리밥정식|보리,산채보리밥정식 등,산채보리밥정식,보리,1,N,N,채소,식사,0.85,rule,3;6,전남 광양시,1
삶은 꼬막|꼬막,삶은 꼬막,삶은 꼬막,꼬막,0,N,N,해산물,식사,0.85,manual,2;11;12,전남 보성군,1
삼치고추장조림|삼치,삼치고추장조림 등,삼치고추장조림,삼치,2,N,N,해산물,식사,0.85,rule,3;5;10;11,전남 고흥군,1
삼치조림|삼치,삼치조림 등,삼치조림,삼치,2,N,N,해산물,식사,0.85,rule,3;5;10;11,전남 여수시,1
삼치코스|삼치,삼치코스,삼치코스,삼치,0,N,Y,해산물,식사,0.85,manual,3;5;10;11,전남 해남군,1
삼치회|삼치,삼치회 등,삼치회,삼치,0,N,Y,해산물,식사,0.85,rule,3;5;10;11,전남 고흥군;전남 여수시,2
상추 튀김|상추,상추 튀김,상추 튀김,상추,1,N,N,해산물;채소,식사,0.85,manual,5,광주 동구,1
새꼬막구이|꼬막,새꼬막구이,새꼬막구이,꼬막,0,N,N,해산물,식사,0.85,rule,2;11;12,전남 보성군,1
새꼬막정식|꼬막,새꼬막정식,새꼬막정식,꼬막,1,N,N,해산물,식사,0.85,rule,2;11;12,전남 보성군,1
색동두부전골|두부,색동두부전골,색동두부전골,두부,1,Y,N,육류;채소,식사,0.85,rule,5,전남 화순군,1
색동두부정식|두부,색동두부정식,색동두부정식,두부,1,N,N,채소,식사,0.85,rule,5,전남 화순군,1
생굴|굴,생굴,생굴,굴,0,N,Y,해산물,식사,0.85,manual,1;2;11;12,전남 여수시,1
선비촌꼬막정식|꼬막,선비촌꼬막정식,선비촌꼬막정식,꼬막,1,N,N,해산물,식사,0.85,rule,2;11;12,전남 순천시,1
세발낙지|낙지,세발낙지,세발낙지,낙지,0,N,Y,해산물,식사,0.85,manual,1;9;10;11,전남 목포시;전남 영암군,2
순천 꼬막 미나리 파전|꼬막,순천 꼬막 미나리 파전 등,순천 꼬막 미나리 파전,꼬막,0,N,N,해산물,식사,0.85,rule,2;11;12,전남 순천시,1
순천 꼬막 미나리 파전|미나리,순천 꼬막 미나리 파전 등,순천 꼬막 미나리 파전,미나리,0,N,N,해산물,식사,0.85,rule,1;4,전남 순천시,1
순천만 꼬막정식|꼬막,순천만 꼬막정식,순천만 꼬막정식,꼬막,1,N,N,해산물,식사,0.85,rule,2;11;12,전남 순천시,1
아귀대창찜|아귀,아귀대창찜 등,아귀대창찜,아귀,2,N,N,해산물;육류,식사,0.85,manual,1;2,전남 여수시,1
아귀수육|아귀,아귀수육 등,아귀수육,아귀,0,N,N,해산물,식사,0.85,rule,1;2,전남 여수시,1
아귀찜|아귀,아귀찜,아귀찜,아귀,3,N,N,해산물,식사,0.85,rule,1;2,광주 광산구;광주 서구;전남 목포시;전남 여수시;전남 완도군,9
아귀탕|아귀,아귀탕,아귀탕,아귀,0,Y,N,해산물,식사,0.85,rule,1;2,전남 목포시;전남 여수시;전남 완도군,7
알배기 모둠 꽃게장|꽃게,알배기 모둠 꽃게장,알배기 모둠 꽃게장,꽃게,1,N,Y,해산물,식사,0.85,rule,9;10,전남 여수시,1
알배기꽃게탕|꽃게,알배기꽃게탕 등,알배기꽃게탕,꽃게,2,Y,N,해산물,식사,0.85,rule,9;10,전남 영광군,1
암꽃게 탕꼬막정식|꼬막,암꽃게 탕꼬막정식,암꽃게 탕꼬막정식,꼬막,0,Y,N,해산물,식사,0.85,rule,2;11;12,전남 순천시,1
암꽃게 탕꼬막정식|꽃게,암꽃게 탕꼬막정식,암꽃게 탕꼬막정식,꽃게,0,Y,N,해산물,식사,0.85,rule,9;10,전남 순천시,1
암꽃게장정식|꽃게,암꽃게장정식,암꽃게장정식,꽃게,1,N,Y,해산물,식사,0.85,rule,9;10,전남 여수시,1
애호박시골국밥|애호박,애호박시골국밥,애호박시골국밥,애호박,1,Y,N,채소,식사,0.85,rule,7,광주 광산구,1
애호박찌개|애호박,애호박찌개,애호박찌개,애호박,2,Y,N,채소,식사,0.85,rule,7,전남 영광군;전남 화순군,4
양념꼬막|꼬막,양념꼬막 등,양념꼬막,꼬막,2,N,N,해산물,식사,0.85,manual,2;11;12,전남 순천시,1
양념꽃게장|꽃게,양념꽃게장,양념꽃게장,꽃게,3,N,Y,해산물,식사,0.85,rule,9;10,광주 광산구,3
연평도 양념 꽃게장|꽃게,연평도 양념 꽃게장,연평도 양념 꽃게장,꽃게,3,N,Y,해산물,식사,0.85,rule,9;10,광주 광산구,1
오리떡갈비|오리떡갈비,오리떡갈비,오리떡갈비,오리떡갈비,1,N,N,육류,식사,0.85,manual,5,전남 담양군,1
오리주물럭|오리주물럭,오리주물럭 등,오리주물럭,오리주물럭,2,N,N,육류,식사,0.85,manual,4,전남 강진군;전남 신안군;전남 장흥군;전남 해남군,4
왕꽃게장 정식|꽃게,왕꽃게장 정식,왕꽃게장 정식,꽃게,1,N,Y,해산물,식사,0.85,rule,9;10,전남 여수시,1
왕꽃게정식|꽃게,왕꽃게정식,왕꽃게정식,꽃게,1,N,N,해산물,식사,0.85,rule,9;10,전남 여수시,1
용봉탕|자라,용봉탕,용봉탕,자라,0,Y,N,육류,식사,0.85,manual,9;10,광주 광산구,1
우럭간국|우럭,우럭간국,우럭간국,우럭,0,Y,N,해산물,식사,0.85,rule,5,전남 신안군,1
우럭매운탕|우럭,우럭매운탕 등,우럭매운탕,우럭,3,Y,N,해산물,식사,0.85,rule,5,전남 광양시;전남 보성군;전남 장흥군,3
우럭찜|우럭,우럭찜 등,우럭찜,우럭,2,N,N,해산물,식사,0.85,rule,5,전남 신안군,1
우럭탕|우럭,우럭탕 등,우럭탕,우럭,0,Y,N,해산물,식사,0.85,rule,5,전남 강진군,1
우럭회|우럭,우럭회,우럭회,우럭,0,N,Y,해산물,식사,0.85,rule,5,전남 광양시,1
"우렁이 쌈밥 정식, 전복들깨탕|전복","우렁이 쌈밥 정식, 전복들깨탕","우렁이 쌈밥 정식, 전복들깨탕",전복,1,Y,N,해산물,식사,0.85,rule,6;7;8,광주 동구,1
우렁죽순회|죽순,우렁죽순회,우렁죽순회,죽순,0,Y,N,해산물;채소,식사,0.85,rule,5,전남 담양군,1
우리밀 비빔닭국수|우리밀,우리밀 비빔닭국수,우리밀 비빔닭국수,우리밀,2,Y,N,육류,식사,0.85,rule,7,전남 담양군,1
우리밀 열무비빔국수|열무,우리밀 열무비빔국수,우리밀 열무비빔국수,열무,2,Y,N,채소,식사,0.85,rule,7,전남 담양군,1
우리밀 열무비빔국수|우리밀,우리밀 열무비빔국수,우리밀 열무비빔국수,우리밀,2,Y,N,채소,식사,0.85,rule,7,전남 담양군,1
우리밀 죽순닭국수|우리밀,우리밀 죽순닭국수,우리밀 죽순닭국수,우리밀,0,Y,N,육류;채소,식사,0.85,rule,7,전남 담양군,1
우리밀 죽순닭국수|죽순,우리밀 죽순닭국수,우리밀 죽순닭국수,죽순,0,Y,N,육류;채소,식사,0.85,rule,5,전남 담양군,1
우리밀 초계국수|우리밀,우리밀 초계국수 등,우리밀 초계국수,우리밀,0,Y,N,채소,식사,0.85,rule,7,전남 담양군,1
유자골 버섯 생불고기|유자,유자골 버섯 생불고기,유자골 버섯 생불고기,유자,0,N,N,육류;채소,식사,0.85,manual,11,전남 고흥군,1
유황오리떡갈비|오리떡갈비,유황오리떡갈비,유황오리떡갈비,오리떡갈비,1,N,N,육류,식사,0.85,manual,5,광주 광산구,1
육낙|낙지,육낙,육낙,낙지,0,N,Y,해산물;육류,식사,0.85,rule,1;9;10;11,전남 영암군,1
육회낙지탕탕이|낙지,육회낙지탕탕이 등,육회낙지탕탕이,낙지,0,N,Y,해산물;육류,식사,0.85,rule,1;9;10;11,전남 함평군,1
자연산우럭매운탕|우럭,자연산우럭매운탕 등,자연산우럭매운탕,우럭,3,Y,N,해산물,식사,0.85,rule,5,전남 완도군,1
장어전복죽|전복,장어전복죽,장어전복죽,전복,0,Y,N,해산물,식사,0.85,rule,6;7;8,광주 광산구,1
전복 콩나물찜|전복,전복 콩나물찜,전복 콩나물찜,전복,1,N,N,해산물,식사,0.85,rule,6;7;8,전남 진도군,1
전복 회무침|전복,전복 회무침 등,전복 회무침,전복,2,N,Y,해산물,식사,0.85,rule,6;7;8,전남 완도군,1
전복갈비찜|전복,전복갈비찜,전복갈비찜,전복,1,N,N,해산물;육류,식사,0.85,rule,6;7;8,전남 완도군,1
전복구이|전복,전복구이,전복구이,전복,0,N,N,해산물,식사,0.85,rule,6;7;8,광주 광산구;전남 여수시;전남 완도군;전남 함평군,8
전복들깨 순두부|전복,전복들깨 순두부,전복들깨 순두부,전복,2,N,N,채소,식사,0.85,rule,6;7;8,전남 여수시,1
전복뚝배기|전복,전복뚝배기,전복뚝배기,전복,0,Y,N,해산물,식사,0.85,rule,6;7;8,전남 해남군,1
전복문어탕|전복,전복문어탕 등,전복문어탕,전복,0,Y,N,해산물,식사,0.85,rule,6;7;8,전남 완도군,1
전복물회|전복,전복물회,전복물회,전복,2,Y,Y,해산물,식사,0.85,rule,6;7;8,전남 광양시;전남 완도군,4
전복비빔밥|전복,전복비빔밥,전복비빔밥,전복,2,N,N,해산물,식사,0.85,rule,6;7;8,전남 완도군,1
전복삼겹살구이|전복,전복삼겹살구이,전복삼겹살구이,전복,0,N,N,해산물;육류,식사,0.85,rule,6;7;8,전남 진도군,1
전복삼계탕|전복,전복삼계탕,전복삼계탕,전복,0,Y,N,해산물;육류,식사,0.85,rule,6;7;8,광주 서구;전남 광양시;전남 담양군;전남 목포시,4
전복솥밥|전복,전복솥밥 등,전복솥밥,전복,0,N,N,해산물,식사,0.85,rule,6;7;8,광주 광산구,1
전복아구찜|전복,전복아구찜,전복아구찜,전복,3,N,N,해산물,식사,0.85,rule,6;7;8,광주 광산구,1
전복야채전|전복,전복야채전,전복야채전,전복,0,N,N,해산물,식사,0.85,rule,6;7;8,전남 완도군,1
전복연포탕|전복,전복연포탕 외,전복연포탕,전복,0,Y,N,해산물,식사,0.85,rule,6;7;8,전남 여수시,1
전복영양솥밥|전복,전복영양솥밥,전복영양솥밥,전복,0,N,N,해산물,식사,0.85,rule,6;7;8,전남 여수시,1
전복장|전복,전복장,전복장,전복,1,Y,N,해산물,식사,0.85,rule,6;7;8,전남 여수시,2
전복장비빔밥|전복,전복장비빔밥 등,전복장비빔밥,전복,2,N,N,해산물,식사,0.85,rule,6;7;8,전남 완도군,1
전복짬뽕|전복,전복짬뽕,전복짬뽕,전복,3,Y,N,해산물,식사,0.85,rule,6;7;8,광주 광산구,1
전복찜|전복,전복찜,전복찜,전복,1,N,N,해산물,식사,0.85,rule,6;7;8,전남 완도군;전남 진도군,3
전복초무침|전복,전복초무침,전복초무침,전복,2,N,N,해산물,식사,0.85,rule,6;7;8,전남 진도군,1
전복추어탕|전복,전복추어탕,전복추어탕,전복,1,Y,N,해산물,식사,0.85,rule,6;7;8,전남 목포시,1
전복칼국수|전복,전복칼국수,전복칼국수,전복,0,Y,N,해산물,식사,0.85,rule,6;7;8,전남 신안군,1
전복코스|전복,전복코스,전복코스,전복,1,N,N,해산물,식사,0.85,rule,6;7;8,전남 완도군,3
전복톳된장 뚝배기|전복,전복톳된장 뚝배기,전복톳된장 뚝배기,전복,1,Y,N,해산물,식사,0.85,rule,6;7;8,전남 완도군,1
전복톳된장 뚝배기|톳,전복톳된장 뚝배기,전복톳된장 뚝배기,톳,1,Y,N,해산물,식사,0.85,rule,3,전남 완도군,1
전복해물솥밥|전복,전복해물솥밥 등,전복해물솥밥,전복,0,N,N,해산물,식사,0.85,rule,6;7;8,전남 목포시,1
전복해신탕|전복,전복해신탕,전복해신탕,전복,0,Y,N,해산물,식사,0.85,rule,6;7;8,전남 진도군,1
전복해초돌솥밥|전복,전복해초돌솥밥,전복해초돌솥밥,전복,0,N,N,해산물,식사,0.85,rule,6;7;8,전남 신안군,1
전복해초비빔밥|전복,전복해초비빔밥 등,전복해초비빔밥,전복,2,N,N,해산물,식사,0.85,rule,6;7;8,전남 진도군,1
전복회|전복,전복회,전복회,전복,0,N,Y,해산물,식사,0.85,rule,6;7;8,광주 광산구;전남 고흥군;전남 목포시;전남 여수시;전남 완도군;전남 진도군,12
전어구이|전어,전어구이 등,전어구이,전어,0,N,N,해산물,식사,0.85,rule,9;10,전남 보성군,1
전어무침|전어,전어무침,전어무침,전어,2,N,N,해산물,식사,0.85,rule,9;10,전남 진도군,1
전어세트|전어,전어세트,전어세트,전어,1,N,N,해산물,식사,0.85,rule,9;10,전남 여수시,1
전어코스|전어,전어코스,전어코스,전어,1,N,N,해산물,식사,0.85,rule,9;10,전남 장흥군,2
전어회|전어,전어회 등,전어회,전어,0,N,Y,해산물,식사,0.85,rule,9;10,전남 여수시,1
조기구이|조기,조기구이,조기구이,조기,0,N,N,해산물,식사,0.85,rule,3;4,전남 목포시,1
조기매운탕|조기,조기매운탕 등,조기매운탕,조기,3,Y,N,해산물,식사,0.85,rule,3;4,전남 강진군;전남 목포시;전남 여수시,3
조기찌개 백반|조기,조기찌개 백반,조기찌개 백반,조기,2,Y,N,해산물,식사,0.85,rule,3;4,전남 목포시,1
조기탕|조기,조기탕,조기탕,조기,0,Y,N,해산물,식사,0.85,rule,3;4,광주 서구,1
죽순게장|죽순,죽순게장 등,죽순게장,죽순,1,Y,N,해산물;채소,식사,0.85,rule,5,전남 담양군,1
죽순들기름국수|죽순,죽순들기름국수 등,죽순들기름국수,죽순,0,Y,N,채소,식사,0.85,rule,5,전남 담양군,1
죽순떡갈비전골|죽순,죽순떡갈비전골,죽순떡갈비전골,죽순,1,Y,N,육류;채소,식사,0.85,rule,5,전남 담양군,1
죽순바삭만두|죽순,죽순바삭만두,죽순바삭만두,죽순,0,Y,N,채소,식사,0.85,rule,5,전남 담양군,1
죽순추어탕|죽순,죽순추어탕,죽순추어탕,죽순,1,Y,N,해산물;채소,식사,0.85,rule,5,전남 담양군,1
죽순회무침|죽순,죽순회무침 등,죽순회무침,죽순,2,Y,N,채소,식사,0.85,rule,5,전남 담양군,2
참꼬막|꼬막,참꼬막 등,참꼬막,꼬막,0,N,N,해산물,식사,0.85,manual,2;11;12,전남 보성군,1
참꼬막정식|꼬막,참꼬막정식,참꼬막정식,꼬막,1,N,N,해산물,식사,0.85,rule,2;11;12,전남 보성군,1
칠게장보리비빔밥|보리,칠게장보리비빔밥,칠게장보리비빔밥,보리,2,N,Y,해산물,식사,0.85,rule,3;6,전남 무안군,1
콩나물국밥|콩나물,콩나물국밥,콩나물국밥,콩나물,1,Y,N,채소,식사,0.85,rule,7,광주 동구;광주 서구,2
